event_id;external_contact_id;campaign_external_id;event_type;channel;occurred_at_utc
EV-00000390;CT-000263;MAR-0013;open;sms;2026-03-03T23:57:36.796847Z
EV-00000903;CT-000529;MAR-0012;complaint;sms;2026-03-23T08:44:53.043766Z
EV-00000879;CT-000683;MAR-0012;unsubscribe;sms;2026-03-07T22:49:28.244534Z
EV-00000222;CT-000613;MAR-0016;open;email;2026-03-10T16:11:14.937225Z
EV-00000681;CT-000819;MAR-0004;click;sms;2026-03-06T17:27:51.029187Z
EV-00000265;CT-000218;MAR-0013;open;email;2026-03-20T10:43:17.075330Z
EV-00000897;CT-000475;MAR-0012;complaint;email;2026-04-03T20:07:57.730800Z
EV-00000490;CT-000158;MAR-0017;bounce;email;2026-03-31T21:30:01.643512Z
EV-00000619;CT-000863;MAR-0017;bounce;sms;2026-03-21T09:37:12.316381Z
EV-00000823;CT-000597;MAR-0011;unsubscribe;email;2026-03-18T20:35:23.457489Z
EV-00000605;CT-000067;MAR-0011;complaint;email;2026-03-23T14:43:13.482790Z
EV-00000418;CT-000193;MAR-0018;open;email;2026-03-23T08:25:07.471565Z
EV-00000422;CT-000199;MAR-0008;unsubscribe;email;2026-03-11T23:42:58.378768Z
EV-00000811;CT-000453;MAR-0001;open;email;2026-03-18T05:00:10.661691Z
EV-00000762;CT-000387;MAR-0007;unsubscribe;sms;2026-03-14T04:08:19.896040Z
EV-00000481;CT-000629;MAR-0010;open;sms;2026-03-29T01:04:46.200185Z
EV-00000325;CT-000501;MAR-0004;unsubscribe;email;2026-03-30T03:34:20.903155Z
EV-00000123;CT-000874;MAR-0009;unsubscribe;email;2026-03-23T01:34:13.836656Z
EV-00000471;CT-000659;MAR-0002;unsubscribe;email;2026-03-21T01:30:26.484982Z
EV-00000806;CT-000630;MAR-0012;complaint;sms;2026-03-16T22:06:12.294961Z
EV-00000523;CT-000646;MAR-0014;unsubscribe;email;2026-03-21T00:54:30.972614Z
EV-00000401;CT-000353;MAR-0018;bounce;sms;2026-04-03T15:10:50.139274Z
EV-00000031;CT-000746;MAR-0006;unsubscribe;sms;2026-03-17T19:23:03.932033Z
EV-00000744;CT-000093;MAR-0017;click;email;2026-03-10T08:12:38.159533Z
EV-00000562;CT-000183;MAR-0006;click;sms;2026-04-02T06:41:50.945209Z
EV-00000075;CT-000600;MAR-0015;complaint;sms;2026-03-30T05:34:01.544037Z
EV-00000366;CT-000900;MAR-0007;complaint;sms;2026-03-24T07:13:03.997970Z
EV-00000228;CT-000844;MAR-0004;bounce;email;2026-03-30T14:01:16.401623Z
EV-00000155;CT-000827;MAR-0017;click;email;2026-03-20T16:53:54.348545Z
EV-00000207;CT-000447;MAR-0010;click;sms;2026-03-26T19:15:42.083153Z
EV-00000375;CT-000624;MAR-0008;complaint;sms;2026-03-21T12:27:24.043249Z
EV-00000808;CT-000460;MAR-0008;click;sms;2026-03-24T06:16:52.152500Z
EV-00000924;CT-000673;MAR-0011;bounce;sms;2026-04-02T09:39:58.551272Z
EV-00000081;CT-000631;MAR-0011;click;email;2026-03-29T13:52:30.435819Z
EV-00000464;CT-000240;MAR-0014;unsubscribe;email;2026-03-15T11:09:26.345043Z
EV-00000625;CT-000625;MAR-0001;bounce;sms;2026-03-19T23:10:15.885014Z
EV-00000694;CT-000170;MAR-0011;unsubscribe;email;2026-03-21T20:08:38.260677Z
EV-00000356;CT-000648;MAR-0017;complaint;sms;2026-03-05T00:48:38.001429Z
EV-00000700;CT-000398;MAR-0003;unsubscribe;sms;2026-04-04T10:50:32.101938Z
EV-00000856;CT-000878;MAR-0005;open;sms;2026-03-25T09:02:35.922790Z
EV-00000210;CT-000774;MAR-0014;bounce;email;2026-03-06T09:55:39.664641Z
EV-00000818;CT-000032;MAR-0004;unsubscribe;sms;2026-03-30T18:13:37.012112Z
EV-00000344;CT-000072;MAR-0006;unsubscribe;email;2026-04-03T08:38:00.115926Z
EV-00000357;CT-000890;MAR-0002;bounce;email;2026-03-23T11:00:22.956185Z
EV-00000708;CT-000851;MAR-0002;click;email;2026-03-15T01:18:21.298817Z
EV-00000799;CT-000913;MAR-0011;complaint;sms;2026-03-25T19:02:12.008552Z
EV-00000241;CT-000849;MAR-0008;open;sms;2026-03-02T05:33:20.283650Z
EV-00000115;CT-000188;MAR-0002;click;email;2026-03-22T21:03:25.392589Z
EV-00000502;CT-000792;MAR-0013;unsubscribe;email;2026-03-18T02:36:34.848145Z
EV-00000651;CT-000321;MAR-0012;unsubscribe;email;2026-04-02T11:39:56.158569Z
EV-00000561;CT-000448;MAR-0014;bounce;email;2026-03-23T09:12:17.930495Z
EV-00000409;CT-000422;MAR-0012;complaint;sms;2026-03-10T00:23:00.984255Z
EV-00000037;CT-000440;MAR-0004;unsubscribe;email;2026-03-16T17:02:25.081644Z
EV-00000923;CT-000329;MAR-0011;click;email;2026-03-31T19:57:38.861179Z
EV-00000280;CT-000430;MAR-0011;bounce;email;2026-03-28T14:51:28.418641Z
EV-00000913;CT-000649;MAR-0005;complaint;sms;2026-03-06T10:04:30.690129Z
EV-00000891;CT-000588;MAR-0016;unsubscribe;sms;2026-03-16T14:58:03.884478Z
EV-00000860;CT-000273;MAR-0015;bounce;email;2026-03-29T05:33:33.686268Z
EV-00000813;CT-000192;MAR-0002;click;sms;2026-03-30T18:24:11.645510Z
EV-00000910;CT-000447;MAR-0004;open;sms;2026-03-24T04:37:23.006561Z
EV-00000631;CT-000322;MAR-0007;open;email;2026-03-27T18:18:14.961248Z
EV-00000089;CT-000552;MAR-0004;unsubscribe;sms;2026-04-02T06:36:02.689095Z
EV-00000304;CT-000128;MAR-0013;open;sms;2026-03-11T22:25:41.864955Z
EV-00000892;CT-000426;MAR-0014;click;sms;2026-03-02T17:46:12.396467Z
EV-00000756;CT-000129;MAR-0006;complaint;sms;2026-03-13T19:30:06.164991Z
EV-00000724;CT-000281;MAR-0009;complaint;sms;2026-03-15T10:33:10.113701Z
EV-00000020;CT-000318;MAR-0009;complaint;email;2026-03-02T00:10:22.190798Z
EV-00000776;CT-000289;MAR-0012;bounce;email;2026-03-24T10:27:17.021035Z
EV-00000430;CT-000724;MAR-0017;unsubscribe;sms;2026-03-09T01:16:35.432714Z
EV-00000622;CT-000001;MAR-0005;open;sms;2026-03-29T00:36:25.971589Z
EV-00000114;CT-000668;MAR-0012;bounce;email;2026-03-06T11:31:38.478470Z
EV-00000881;CT-000376;MAR-0017;open;sms;2026-03-19T01:35:10.366521Z
EV-00000645;CT-000164;MAR-0010;complaint;sms;2026-03-23T03:34:23.560866Z
EV-00000501;CT-000856;MAR-0012;bounce;email;2026-03-14T05:25:19.994296Z
EV-00000019;CT-000138;MAR-0016;click;email;2026-03-16T21:37:55.023733Z
EV-00000172;CT-000036;MAR-0013;open;sms;2026-03-09T14:20:22.299188Z
EV-00000339;CT-000650;MAR-0014;bounce;sms;2026-03-20T19:09:19.743522Z
EV-00000433;CT-000898;MAR-0008;complaint;sms;2026-03-13T14:21:40.606152Z
EV-00000470;CT-000154;MAR-0015;complaint;sms;2026-03-29T17:31:22.627616Z
EV-00000234;CT-000692;MAR-0009;complaint;email;2026-03-10T21:33:03.430460Z
EV-00000404;CT-000539;MAR-0012;unsubscribe;email;2026-04-01T09:34:56.906180Z
EV-00000935;CT-000667;MAR-0011;complaint;email;2026-04-02T04:59:23.278283Z
EV-00000289;CT-000227;MAR-0004;open;email;2026-03-22T15:51:15.218019Z
EV-00000216;CT-000622;MAR-0007;click;email;2026-03-14T01:42:31.519448Z
EV-00000186;CT-000485;MAR-0005;bounce;email;2026-03-17T02:10:47.733291Z
EV-00000006;CT-000186;MAR-0004;unsubscribe;email;2026-03-17T02:59:09.835457Z
EV-00000609;CT-000750;MAR-0012;open;sms;2026-03-29T09:23:11.978070Z
EV-00000917;CT-000700;MAR-0005;open;email;2026-03-21T15:36:25.133279Z
EV-00000769;CT-000029;MAR-0012;bounce;email;2026-03-15T23:51:04.341353Z
EV-00000676;CT-000725;MAR-0017;bounce;email;2026-03-09T12:57:53.321166Z
EV-00000371;CT-000696;MAR-0007;open;sms;2026-03-16T04:32:23.516596Z
EV-00000829;CT-000504;MAR-0017;click;sms;2026-03-11T21:35:33.000224Z
EV-00000107;CT-000196;MAR-0003;click;email;2026-03-24T09:15:23.220694Z
EV-00000173;CT-000500;MAR-0008;unsubscribe;sms;2026-03-09T15:45:40.290072Z
EV-00000432;CT-000025;MAR-0004;open;email;2026-03-14T01:51:33.372622Z
EV-00000665;CT-000771;MAR-0009;click;email;2026-03-20T01:48:28.224782Z
EV-00000438;CT-000120;MAR-0006;bounce;sms;2026-03-21T23:35:23.642341Z
EV-00000686;CT-000215;MAR-0011;unsubscribe;email;2026-03-05T04:18:37.863240Z
EV-00000834;CT-000915;MAR-0017;bounce;sms;2026-03-18T04:35:40.715135Z
EV-00000086;CT-000809;MAR-0002;bounce;email;2026-03-14T08:50:02.248074Z
EV-00000529;CT-000312;MAR-0009;open;email;2026-03-11T18:02:37.463579Z
EV-00000214;CT-000914;MAR-0012;click;sms;2026-03-08T07:48:08.976494Z
EV-00000886;CT-000581;MAR-0011;unsubscribe;email;2026-03-24T18:51:33.179686Z
EV-00000755;CT-000344;MAR-0012;bounce;email;2026-03-21T02:36:02.832382Z
EV-00000202;CT-000256;MAR-0017;complaint;email;2026-03-19T04:09:58.845304Z
EV-00000698;CT-000467;MAR-0002;open;sms;2026-03-08T08:28:47.864232Z
EV-00000547;CT-000662;MAR-0001;open;sms;2026-04-03T01:38:42.932804Z
EV-00000021;CT-000744;MAR-0002;click;email;2026-03-22T23:36:42.741215Z
EV-00000796;CT-000003;MAR-0004;bounce;email;2026-03-30T18:06:03.532458Z
EV-00000238;CT-000685;MAR-0005;complaint;sms;2026-03-15T01:55:49.314933Z
EV-00000242;CT-000883;MAR-0018;bounce;sms;2026-03-16T22:56:47.541171Z
EV-00000264;CT-000372;MAR-0006;open;sms;2026-03-05T13:02:24.419915Z
EV-00000016;CT-000283;MAR-0012;bounce;email;2026-03-03T18:43:00.322390Z
EV-00000359;CT-000562;MAR-0013;bounce;sms;2026-04-03T17:29:28.003239Z
EV-00000627;CT-000215;MAR-0006;open;sms;2026-03-11T09:03:39.386046Z
EV-00000729;CT-000471;MAR-0010;bounce;sms;2026-03-07T19:00:11.885191Z
EV-00000055;CT-000073;MAR-0018;click;email;2026-03-10T20:48:18.038392Z
EV-00000160;CT-000709;MAR-0017;click;sms;2026-03-26T18:46:33.560778Z
EV-00000346;CT-000579;MAR-0018;complaint;email;2026-03-05T09:44:21.854342Z
EV-00000333;CT-000296;MAR-0003;complaint;email;2026-03-19T23:45:15.774085Z
EV-00000778;CT-000017;MAR-0012;unsubscribe;sms;2026-03-05T19:08:23.686065Z
EV-00000880;CT-000003;MAR-0003;complaint;email;2026-03-11T16:47:02.028780Z
EV-00000833;CT-000389;MAR-0013;complaint;sms;2026-03-13T08:46:47.688672Z
EV-00000051;CT-000700;MAR-0002;open;email;2026-03-30T16:19:58.960020Z
EV-00000857;CT-000812;MAR-0009;open;sms;2026-03-03T13:39:47.385704Z
EV-00000033;CT-000026;MAR-0005;complaint;sms;2026-03-20T12:04:48.873471Z
EV-00000171;CT-000525;MAR-0016;unsubscribe;sms;2026-03-04T15:40:54.718817Z
EV-00000368;CT-000304;MAR-0014;complaint;email;2026-03-27T16:27:55.920987Z
EV-00000635;CT-000562;MAR-0004;complaint;sms;2026-03-24T21:41:30.977426Z
EV-00000503;CT-000305;MAR-0011;bounce;sms;2026-03-08T14:18:35.959574Z
EV-00000525;CT-000416;MAR-0006;complaint;email;2026-03-12T17:57:56.499668Z
EV-00000731;CT-000112;MAR-0008;bounce;email;2026-04-04T07:07:00.922312Z
EV-00000934;CT-000798;MAR-0009;bounce;email;2026-03-19T19:56:35.326386Z
EV-00000136;CT-000613;MAR-0013;open;email;2026-03-05T00:33:39.352231Z
EV-00000072;CT-000468;MAR-0002;open;email;2026-03-09T18:24:07.985999Z
EV-00000453;CT-000526;MAR-0018;bounce;sms;2026-03-16T11:18:31.488179Z
EV-00000513;CT-000543;MAR-0013;open;sms;2026-03-08T22:51:10.241025Z
EV-00000925;CT-000575;MAR-0016;bounce;sms;2026-04-02T00:21:58.323706Z
EV-00000354;CT-000681;MAR-0003;open;email;2026-03-10T11:09:06.524339Z
EV-00000269;CT-000481;MAR-0011;open;sms;2026-03-08T08:32:51.191897Z
EV-00000100;CT-000261;MAR-0010;open;sms;2026-03-18T14:57:31.585404Z
EV-00000137;CT-000681;MAR-0018;bounce;email;2026-04-04T14:27:00.104556Z
EV-00000353;CT-000430;MAR-0018;complaint;sms;2026-03-13T19:30:32.309999Z
EV-00000844;CT-000584;MAR-0009;complaint;sms;2026-03-05T20:29:05.609329Z
EV-00000377;CT-000457;MAR-0003;bounce;sms;2026-03-21T18:02:21.821644Z
EV-00000015;CT-000601;MAR-0008;open;sms;2026-03-23T21:05:05.616099Z
EV-00000014;CT-000339;MAR-0001;complaint;sms;2026-03-25T11:25:54.795854Z
EV-00000588;CT-000343;MAR-0003;click;email;2026-03-20T04:21:11.524779Z
EV-00000543;CT-000797;MAR-0014;click;email;2026-03-02T21:13:23.047739Z
EV-00000859;CT-000524;MAR-0005;unsubscribe;email;2026-03-31T01:10:38.679625Z
EV-00000180;CT-000763;MAR-0003;bounce;sms;2026-03-29T23:48:30.553702Z
EV-00000388;CT-000632;MAR-0010;complaint;sms;2026-03-17T18:15:05.633088Z
EV-00000637;CT-000138;MAR-0011;bounce;email;2026-03-13T02:11:49.399368Z
EV-00000314;CT-000565;MAR-0013;bounce;email;2026-03-13T11:01:14.020542Z
EV-00000620;CT-000504;MAR-0001;click;email;2026-03-06T23:04:35.848294Z
EV-00000416;CT-000575;MAR-0017;open;email;2026-03-26T14:07:49.837300Z
EV-00000500;CT-000040;MAR-0009;bounce;email;2026-03-03T02:56:04.348594Z
EV-00000487;CT-000416;MAR-0003;complaint;sms;2026-04-02T00:06:29.038844Z
EV-00000706;CT-000232;MAR-0009;complaint;sms;2026-03-10T13:56:52.626730Z
EV-00000614;CT-000390;MAR-0008;complaint;email;2026-03-16T05:43:38.526841Z
EV-00000355;CT-000721;MAR-0013;click;email;2026-03-27T11:44:20.087028Z
EV-00000240;CT-000348;MAR-0009;bounce;email;2026-03-08T23:21:47.841506Z
EV-00000131;CT-000576;MAR-0014;unsubscribe;email;2026-03-03T17:32:54.769525Z
EV-00000825;CT-000514;MAR-0009;complaint;sms;2026-03-29T04:39:35.617580Z
EV-00000531;CT-000432;MAR-0007;click;sms;2026-03-22T00:00:15.548934Z
EV-00000766;CT-000228;MAR-0014;unsubscribe;email;2026-03-11T02:08:59.844316Z
EV-00000220;CT-000679;MAR-0015;open;sms;2026-03-01T18:08:43.468032Z
EV-00000163;CT-000456;MAR-0017;complaint;sms;2026-04-02T05:47:50.967118Z
EV-00000697;CT-000273;MAR-0002;complaint;sms;2026-03-23T08:23:20.245507Z
EV-00000351;CT-000773;MAR-0006;click;sms;2026-03-14T03:44:47.403987Z
EV-00000866;CT-000233;MAR-0007;open;email;2026-03-18T19:34:36.673248Z
EV-00000884;CT-000655;MAR-0001;unsubscribe;email;2026-03-01T12:31:49.991542Z
EV-00000792;CT-000441;MAR-0011;bounce;sms;2026-03-08T17:22:06.330118Z
EV-00000644;CT-000517;MAR-0012;click;email;2026-03-21T19:40:13.550935Z
EV-00000840;CT-000901;MAR-0016;open;sms;2026-03-17T21:49:24.691135Z
EV-00000134;CT-000335;MAR-0006;unsubscribe;email;2026-03-13T03:58:42.574943Z
EV-00000146;CT-000848;MAR-0003;bounce;email;2026-03-28T20:40:56.896462Z
EV-00000451;CT-000707;MAR-0001;unsubscribe;email;2026-04-03T12:43:39.758767Z
EV-00000738;CT-000437;MAR-0014;complaint;sms;2026-04-03T23:06:02.417992Z
EV-00000290;CT-000046;MAR-0018;click;email;2026-03-23T02:36:52.873448Z
EV-00000181;CT-000270;MAR-0014;complaint;sms;2026-03-26T11:39:24.169747Z
EV-00000655;CT-000347;MAR-0016;bounce;sms;2026-04-04T13:01:42.883494Z
EV-00000493;CT-000466;MAR-0013;unsubscribe;sms;2026-04-02T05:40:05.879426Z
EV-00000623;CT-000917;MAR-0007;open;sms;2026-03-26T23:11:17.617794Z
EV-00000817;CT-000293;MAR-0012;bounce;email;2026-03-07T12:07:55.916356Z
EV-00000746;CT-000317;MAR-0006;bounce;sms;2026-03-12T08:12:16.822003Z
EV-00000826;CT-000214;MAR-0001;click;sms;2026-03-22T02:54:56.194938Z
EV-00000885;CT-000189;MAR-0013;bounce;email;2026-03-06T18:55:20.383833Z
EV-00000713;CT-000727;MAR-0002;bounce;sms;2026-03-04T12:58:18.224634Z
EV-00000646;CT-000606;MAR-0012;click;email;2026-04-03T05:11:12.576767Z
EV-00000855;CT-000420;MAR-0006;unsubscribe;email;2026-03-07T18:55:01.956072Z
EV-00000540;CT-000407;MAR-0011;click;email;2026-03-08T07:49:47.197865Z
EV-00000764;CT-000003;MAR-0009;complaint;email;2026-03-08T04:52:44.605515Z
EV-00000902;CT-000840;MAR-0006;unsubscribe;sms;2026-03-10T03:24:47.128813Z
EV-00000318;CT-000689;MAR-0010;complaint;email;2026-03-13T19:36:24.343073Z
EV-00000149;CT-000438;MAR-0006;unsubscribe;sms;2026-03-02T00:18:05.474042Z
EV-00000439;CT-000748;MAR-0002;bounce;email;2026-04-04T09:11:04.744982Z
EV-00000372;CT-000656;MAR-0007;bounce;email;2026-03-19T13:09:55.942326Z
EV-00000276;CT-000165;MAR-0001;bounce;email;2026-04-01T20:18:05.631736Z
EV-00000571;CT-000704;MAR-0017;open;sms;2026-03-28T05:35:18.352163Z
EV-00000933;CT-000632;MAR-0010;unsubscribe;sms;2026-03-24T18:24:01.164664Z
EV-00000800;CT-000677;MAR-0009;unsubscribe;email;2026-03-07T13:19:47.663793Z
EV-00000576;CT-000498;MAR-0003;complaint;email;2026-03-12T10:00:18.655962Z
EV-00000461;CT-000641;MAR-0011;click;email;2026-03-17T11:48:08.743029Z
EV-00000434;CT-000640;MAR-0006;unsubscribe;sms;2026-03-20T15:46:34.430721Z
EV-00000828;CT-000797;MAR-0003;complaint;email;2026-03-28T16:44:52.754948Z
EV-00000076;CT-000723;MAR-0001;bounce;email;2026-03-14T21:29:21.921190Z
EV-00000566;CT-000687;MAR-0012;bounce;sms;2026-03-10T07:24:45.153223Z
EV-00000680;CT-000317;MAR-0012;open;sms;2026-03-24T14:09:59.568476Z
EV-00000458;CT-000166;MAR-0005;bounce;email;2026-03-30T14:12:19.105618Z
EV-00000309;CT-000153;MAR-0010;bounce;email;2026-03-18T17:45:37.111178Z
EV-00000316;CT-000621;MAR-0009;complaint;email;2026-03-12T10:40:27.406493Z
EV-00000916;CT-000022;MAR-0007;open;sms;2026-03-22T21:12:09.106475Z
EV-00000621;CT-000593;MAR-0008;unsubscribe;email;2026-03-09T19:34:10.203119Z
EV-00000736;CT-000899;MAR-0002;complaint;email;2026-03-26T08:13:13.280500Z
EV-00000851;CT-000537;MAR-0004;complaint;email;2026-03-21T14:32:15.116139Z
EV-00000865;CT-000228;MAR-0017;click;sms;2026-03-16T20:27:39.625155Z
EV-00000858;CT-000193;MAR-0008;bounce;email;2026-03-11T22:25:34.988657Z
EV-00000539;CT-000783;MAR-0018;complaint;sms;2026-03-28T23:45:32.472130Z
EV-00000256;CT-000794;MAR-0007;complaint;sms;2026-03-24T01:42:19.682401Z
EV-00000271;CT-000823;MAR-0014;unsubscribe;sms;2026-03-12T05:29:31.936605Z
EV-00000030;CT-000424;MAR-0016;open;email;2026-03-20T18:57:14.745045Z
EV-00000669;CT-000578;MAR-0011;bounce;email;2026-03-27T02:32:49.713307Z
EV-00000578;CT-000745;MAR-0011;unsubscribe;sms;2026-03-22T21:26:31.892617Z
EV-00000715;CT-000353;MAR-0004;bounce;email;2026-03-30T06:15:28.420932Z
EV-00000295;CT-000701;MAR-0017;complaint;email;2026-04-02T20:31:21.402551Z
EV-00000559;CT-000316;MAR-0009;complaint;email;2026-03-08T07:51:42.530360Z
EV-00000779;CT-000780;MAR-0006;complaint;sms;2026-04-03T00:00:44.504607Z
EV-00000495;CT-000392;MAR-0012;bounce;sms;2026-03-29T16:38:34.863770Z
EV-00000292;CT-000575;MAR-0018;bounce;email;2026-03-08T00:06:11.468606Z
EV-00000413;CT-000647;MAR-0009;open;sms;2026-03-04T10:30:36.866721Z
EV-00000701;CT-000760;MAR-0016;complaint;sms;2026-03-18T16:45:43.535590Z
EV-00000498;CT-000884;MAR-0004;click;email;2026-03-19T10:50:41.978819Z
EV-00000912;CT-000558;MAR-0008;open;sms;2026-03-03T19:35:06.812750Z
EV-00000659;CT-000295;MAR-0004;unsubscribe;sms;2026-03-29T22:26:24.572233Z
EV-00000113;CT-000406;MAR-0009;click;sms;2026-03-29T04:51:10.190426Z
EV-00000024;CT-000655;MAR-0004;unsubscribe;email;2026-03-08T14:26:41.127774Z
EV-00000441;CT-000126;MAR-0015;open;email;2026-04-04T08:24:00.463212Z
EV-00000747;CT-000464;MAR-0017;open;sms;2026-04-05T00:07:00.850073Z
EV-00000035;CT-000116;MAR-0001;open;email;2026-03-08T20:04:00.679275Z
EV-00000506;CT-000081;MAR-0015;unsubscribe;email;2026-03-13T08:32:31.674866Z
EV-00000376;CT-000715;MAR-0003;unsubscribe;sms;2026-03-23T14:07:34.997877Z
EV-00000583;CT-000358;MAR-0001;open;sms;2026-03-21T02:02:59.194052Z
EV-00000930;CT-000033;MAR-0002;open;email;2026-03-04T03:52:13.201417Z
EV-00000514;CT-000192;MAR-0017;bounce;sms;2026-03-05T22:43:34.438172Z
EV-00000915;CT-000060;MAR-0010;unsubscribe;email;2026-04-01T09:11:01.869897Z
EV-00000919;CT-000498;MAR-0016;unsubscribe;email;2026-03-21T03:58:51.661636Z
EV-00000544;CT-000224;MAR-0001;open;sms;2026-03-05T01:51:24.329168Z
EV-00000135;CT-000850;MAR-0005;open;email;2026-03-25T05:28:56.630441Z
EV-00000361;CT-000824;MAR-0012;open;email;2026-03-03T21:33:20.535680Z
EV-00000025;CT-000070;MAR-0011;unsubscribe;email;2026-03-12T08:18:37.910006Z
EV-00000268;CT-000430;MAR-0016;click;sms;2026-04-04T17:34:43.408348Z
EV-00000058;CT-000619;MAR-0014;open;sms;2026-03-20T16:20:02.653902Z
EV-00000864;CT-000370;MAR-0008;bounce;sms;2026-03-21T13:46:58.237561Z
EV-00000009;CT-000291;MAR-0008;unsubscribe;email;2026-03-22T05:43:15.659519Z
EV-00000282;CT-000816;MAR-0009;click;email;2026-03-16T07:53:28.281498Z
EV-00000380;CT-000900;MAR-0004;bounce;sms;2026-03-24T13:31:09.649133Z
EV-00000536;CT-000350;MAR-0018;unsubscribe;sms;2026-03-30T03:03:49.536641Z
EV-00000094;CT-000749;MAR-0013;bounce;email;2026-03-15T06:01:15.641671Z
EV-00000654;CT-000472;MAR-0001;complaint;sms;2026-03-08T22:15:20.894378Z
EV-00000499;CT-000251;MAR-0011;bounce;sms;2026-04-02T11:56:27.355527Z
EV-00000284;CT-000626;MAR-0010;complaint;sms;2026-03-04T00:41:17.166128Z
EV-00000928;CT-000081;MAR-0013;complaint;sms;2026-03-08T04:07:26.218462Z
EV-00000929;CT-000496;MAR-0005;click;email;2026-03-29T12:48:53.081599Z
EV-00000324;CT-000366;MAR-0008;click;email;2026-03-28T16:06:07.611252Z
EV-00000154;CT-000087;MAR-0006;bounce;sms;2026-03-11T05:31:00.340565Z
EV-00000197;CT-000831;MAR-0002;unsubscribe;email;2026-03-15T00:39:46.188895Z
EV-00000387;CT-000600;MAR-0008;unsubscribe;sms;2026-03-11T14:45:28.421485Z
EV-00000466;CT-000385;MAR-0003;bounce;email;2026-03-22T04:07:29.276025Z
EV-00000455;CT-000325;MAR-0005;complaint;sms;2026-03-19T05:55:17.387722Z
EV-00000317;CT-000711;MAR-0016;unsubscribe;sms;2026-03-16T17:18:25.033534Z
EV-00000400;CT-000637;MAR-0016;click;email;2026-03-11T01:07:24.225892Z
EV-00000204;CT-000381;MAR-0006;click;sms;2026-03-16T11:33:43.744416Z
EV-00000023;CT-000020;MAR-0010;open;sms;2026-03-20T09:44:23.268011Z
EV-00000863;CT-000741;MAR-0015;unsubscribe;sms;2026-03-24T02:35:44.871169Z
EV-00000535;CT-000045;MAR-0009;unsubscribe;email;2026-03-03T12:46:59.939071Z
EV-00000334;CT-000058;MAR-0013;click;sms;2026-03-04T00:08:25.602340Z
EV-00000938;CT-000745;MAR-0017;open;email;2026-04-03T16:11:49.315327Z
EV-00000542;CT-000690;MAR-0004;bounce;sms;2026-03-24T17:35:35.800196Z
EV-00000707;CT-000514;MAR-0001;open;sms;2026-03-13T17:23:27.837292Z
EV-00000673;CT-000203;MAR-0005;open;email;2026-03-08T20:02:09.273772Z
EV-00000001;CT-000509;MAR-0002;unsubscribe;email;2026-04-02T03:38:26.366736Z
EV-00000191;CT-000298;MAR-0014;unsubscribe;sms;2026-03-19T13:04:28.762420Z
EV-00000777;CT-000511;MAR-0016;click;sms;2026-03-17T10:55:59.533777Z
EV-00000773;CT-000768;MAR-0007;open;email;2026-03-17T04:07:23.412666Z
EV-00000867;CT-000196;MAR-0006;open;email;2026-03-11T00:06:22.807250Z
EV-00000195;CT-000038;MAR-0005;unsubscribe;sms;2026-03-27T21:15:56.021847Z
EV-00000692;CT-000139;MAR-0005;open;sms;2026-03-27T18:09:22.053818Z
EV-00000658;CT-000673;MAR-0011;bounce;sms;2026-03-10T00:24:21.728744Z
EV-00000661;CT-000671;MAR-0003;open;email;2026-03-04T14:00:23.138820Z
EV-00000167;CT-000090;MAR-0009;unsubscribe;email;2026-03-16T04:19:37.431381Z
EV-00000028;CT-000651;MAR-0013;complaint;sms;2026-03-27T15:21:26.064852Z
EV-00000212;CT-000794;MAR-0017;open;email;2026-03-09T22:28:36.437505Z
EV-00000125;CT-000134;MAR-0006;open;sms;2026-03-25T19:10:40.712222Z
EV-00000492;CT-000797;MAR-0006;open;sms;2026-03-07T18:38:20.022695Z
EV-00000340;CT-000318;MAR-0013;bounce;email;2026-03-30T05:21:19.370060Z
EV-00000629;CT-000182;MAR-0016;complaint;email;2026-03-02T10:18:07.837276Z
EV-00000223;CT-000843;MAR-0014;bounce;email;2026-03-13T20:59:03.568653Z
EV-00000082;CT-000204;MAR-0011;open;sms;2026-03-28T04:50:33.577703Z
EV-00000144;CT-000633;MAR-0008;click;email;2026-03-29T11:58:06.141350Z
EV-00000838;CT-000710;MAR-0016;click;email;2026-03-06T15:17:57.189640Z
EV-00000427;CT-000869;MAR-0012;bounce;email;2026-03-15T00:32:28.560001Z
EV-00000364;CT-000691;MAR-0002;bounce;sms;2026-03-13T22:12:25.860615Z
EV-00000424;CT-000327;MAR-0018;open;sms;2026-03-19T15:23:34.206075Z
EV-00000905;CT-000243;MAR-0017;click;sms;2026-03-25T20:14:32.477850Z
EV-00000567;CT-000703;MAR-0012;bounce;sms;2026-03-26T22:19:33.038134Z
EV-00000412;CT-000354;MAR-0015;open;email;2026-03-07T07:09:13.417565Z
EV-00000626;CT-000543;MAR-0002;unsubscribe;sms;2026-04-01T19:41:07.953023Z
EV-00000217;CT-000723;MAR-0015;unsubscribe;email;2026-03-27T15:58:08.679110Z
EV-00000254;CT-000050;MAR-0008;complaint;sms;2026-03-29T15:59:19.455862Z
EV-00000751;CT-000051;MAR-0012;bounce;email;2026-03-10T14:48:09.568819Z
EV-00000335;CT-000481;MAR-0003;complaint;sms;2026-03-03T18:53:04.585645Z
EV-00000429;CT-000830;MAR-0018;click;sms;2026-03-09T05:26:24.355734Z
EV-00000745;CT-000624;MAR-0002;open;email;2026-03-28T16:11:42.045065Z
