event_id,external_contact_id,campaign_external_id,event_type,channel,occurred_at_utc
EV-00029933,CT-002347,KAR-0015,complaint,email,2026-03-16T15:06:08.997342Z
EV-00021079,CT-005982,KAR-0015,complaint,email,2026-03-17T12:19:46.957011Z
EV-00054175,CT-001880,KAR-0015,click,sms,2026-03-26T19:13:55.533753Z
EV-00011113,CT-011767,KAR-0004,open,email,2026-03-28T15:33:43.256270Z
EV-00044823,CT-001665,KAR-0010,bounce,email,2026-03-10T06:57:37.260315Z
EV-00007115,CT-011856,KAR-0009,bounce,email,2026-03-22T16:35:14.963701Z
EV-00054648,CT-004023,KAR-0013,click,sms,2026-03-24T08:05:35.738117Z
EV-00050457,CT-004276,KAR-0015,complaint,sms,2026-03-19T07:26:13.130166Z
EV-00054057,CT-011511,KAR-0002,bounce,email,2026-03-09T00:21:40.191246Z
EV-00020479,CT-001926,KAR-0018,click,email,2026-03-24T08:09:14.943904Z
EV-00038924,CT-010130,KAR-0010,bounce,sms,2026-03-08T10:35:17.788800Z
EV-00005935,CT-008426,KAR-0001,complaint,email,2026-03-26T16:45:21.358794Z
EV-00027251,CT-007417,KAR-0004,open,sms,2026-03-03T04:00:47.219878Z
EV-00018915,CT-007602,KAR-0014,complaint,email,2026-03-07T11:19:37.537315Z
EV-00000835,CT-000910,KAR-0006,open,email,2026-03-10T04:19:26.008986Z
EV-00028415,CT-005854,KAR-0007,bounce,email,2026-03-05T14:59:13.376466Z
EV-00043524,CT-005691,KAR-0008,bounce,sms,2026-03-09T18:42:49.749159Z
EV-00006610,CT-000162,KAR-0008,complaint,sms,2026-03-22T04:19:19.831206Z
EV-00046844,CT-006838,KAR-0007,unsubscribe,sms,2026-03-05T00:14:17.328859Z
EV-00048120,CT-005617,KAR-0012,bounce,sms,2026-03-19T13:37:07.387326Z
EV-00018634,CT-005629,KAR-0013,click,sms,2026-03-07T13:15:47.578420Z
EV-00041928,CT-003545,KAR-0010,bounce,email,2026-03-12T11:25:46.506267Z
EV-00011795,CT-007015,KAR-0012,unsubscribe,sms,2026-03-27T08:55:39.328158Z
EV-00049807,CT-004596,KAR-0012,click,sms,2026-03-17T20:31:03.435530Z
EV-00062943,CT-008700,KAR-0003,unsubscribe,sms,2026-03-20T11:14:31.869096Z
EV-00051402,CT-006881,KAR-0011,complaint,email,2026-03-13T03:24:39.301563Z
EV-00019915,CT-009612,KAR-0014,open,sms,2026-03-05T01:25:58.540432Z
EV-00055430,CT-011163,KAR-0010,open,email,2026-03-11T15:47:13.856425Z
EV-00012667,CT-005447,KAR-0004,click,sms,2026-03-31T16:44:36.636672Z
EV-00051407,CT-002586,KAR-0007,open,sms,2026-03-04T02:26:01.156292Z
EV-00054745,CT-003173,KAR-0005,click,sms,2026-03-15T12:59:09.697955Z
EV-00028057,CT-009994,KAR-0008,unsubscribe,email,2026-03-28T21:54:08.188971Z
EV-00031313,CT-006606,KAR-0013,open,sms,2026-03-15T03:21:21.379023Z
EV-00046565,CT-012160,KAR-0015,bounce,email,2026-03-24T05:30:19.595059Z
EV-00067901,CT-006121,KAR-0008,open,email,2026-03-30T10:41:02.513295Z
EV-00049012,CT-011743,KAR-0001,open,sms,2026-03-29T00:48:02.066467Z
EV-00032287,CT-010082,KAR-0007,unsubscribe,email,2026-03-21T15:30:25.642349Z
EV-00043067,CT-009887,KAR-0004,click,sms,2026-03-17T17:05:39.559167Z
EV-00062890,CT-001430,KAR-0010,bounce,email,2026-03-21T10:38:45.375458Z
EV-00047587,CT-011023,KAR-0006,unsubscribe,email,2026-03-19T19:25:31.868042Z
EV-00059437,CT-011052,KAR-0002,unsubscribe,sms,2026-03-03T23:31:19.901516Z
EV-00061890,CT-008187,KAR-0017,bounce,email,2026-03-22T13:51:19.870060Z
EV-00036117,CT-009182,KAR-0013,bounce,sms,2026-03-26T11:19:03.278713Z
EV-00057126,CT-010852,KAR-0017,open,sms,2026-03-17T15:50:38.261909Z
EV-00006924,CT-012267,KAR-0004,open,email,2026-03-16T10:07:10.184466Z
EV-00021622,CT-001653,KAR-0011,click,email,2026-03-14T01:49:20.658621Z
EV-00059427,CT-012253,KAR-0017,click,sms,2026-03-16T05:54:45.014442Z
EV-00057453,CT-004467,KAR-0018,complaint,email,2026-04-02T19:13:37.174280Z
EV-00033816,CT-005280,KAR-0009,complaint,sms,2026-03-29T18:35:34.855451Z
EV-00057732,CT-006191,KAR-0008,bounce,sms,2026-03-04T18:29:50.879997Z
EV-00043279,CT-003291,KAR-0010,complaint,email,2026-03-27T15:22:07.224432Z
EV-00019619,CT-007012,KAR-0013,complaint,sms,2026-03-05T00:08:50.514180Z
EV-00064192,CT-008387,KAR-0005,unsubscribe,sms,2026-03-16T23:01:43.958175Z
EV-00022180,CT-005843,KAR-0010,complaint,email,2026-03-31T13:05:51.004769Z
EV-00066315,CT-010747,KAR-0003,bounce,email,2026-04-01T05:19:53.025466Z
EV-00028458,CT-000974,KAR-0002,unsubscribe,sms,2026-03-04T01:51:21.560553Z
EV-00005522,CT-008578,KAR-0015,unsubscribe,email,2026-03-25T05:45:03.440432Z
EV-00005266,CT-000106,KAR-0002,open,email,2026-03-22T19:49:46.933022Z
EV-00068768,CT-002549,KAR-0003,unsubscribe,email,2026-04-04T23:31:59.638357Z
EV-00027444,CT-005189,KAR-0012,open,sms,2026-03-18T07:26:09.095435Z
EV-00052420,CT-005156,KAR-0003,open,email,2026-03-24T11:25:28.485393Z
EV-00050592,CT-003593,KAR-0006,open,email,2026-03-25T17:37:29.639542Z
EV-00023554,CT-001833,KAR-0011,complaint,email,2026-03-19T18:16:32.336315Z
EV-00032838,CT-010514,KAR-0012,bounce,sms,2026-03-14T17:58:40.619820Z
EV-00046614,CT-009451,KAR-0005,open,sms,2026-03-11T07:33:20.623919Z
EV-00056923,CT-002880,KAR-0005,open,sms,2026-03-19T20:53:27.341372Z
EV-00025834,CT-007456,KAR-0011,complaint,email,2026-03-30T14:10:30.581792Z
EV-00028201,CT-012396,KAR-0003,unsubscribe,email,2026-03-14T20:25:22.876329Z
EV-00005783,CT-007661,KAR-0012,complaint,email,2026-03-24T04:22:23.617380Z
EV-00067155,CT-007442,KAR-0003,unsubscribe,sms,2026-03-16T00:09:04.764046Z
EV-00048683,CT-007471,KAR-0005,click,email,2026-03-16T19:07:25.875337Z
EV-00029369,CT-005709,KAR-0018,click,email,2026-03-04T00:35:24.854533Z
EV-00012812,CT-004678,KAR-0007,click,sms,2026-03-19T02:56:11.384692Z
EV-00004640,CT-011841,KAR-0003,click,email,2026-03-10T04:59:50.502934Z
EV-00028105,CT-007472,KAR-0005,complaint,email,2026-03-03T07:36:03.348912Z
EV-00044021,CT-004375,KAR-0011,open,sms,2026-03-14T17:04:00.956398Z
EV-00049722,CT-010914,KAR-0010,click,email,2026-03-23T21:23:27.584707Z
EV-00043481,CT-008970,KAR-0014,complaint,email,2026-03-06T09:41:24.404338Z
EV-00019340,CT-005084,KAR-0003,unsubscribe,sms,2026-03-27T15:36:58.238154Z
EV-00060859,CT-005895,KAR-0007,open,email,2026-03-11T10:38:22.263595Z
EV-00013842,CT-001323,KAR-0017,unsubscribe,sms,2026-03-04T19:22:31.374573Z
EV-00008313,CT-003269,KAR-0007,click,email,2026-04-03T11:07:19.602524Z
EV-00024743,CT-005526,KAR-0013,unsubscribe,email,2026-03-18T17:26:04.811310Z
EV-00044618,CT-001159,KAR-0009,unsubscribe,email,2026-03-02T07:44:17.733941Z
EV-00051869,CT-007472,KAR-0010,complaint,email,2026-03-29T18:03:04.274107Z
EV-00040787,CT-006621,KAR-0017,open,sms,2026-03-23T05:51:26.712800Z
EV-00032223,CT-006245,KAR-0004,click,sms,2026-03-26T23:11:19.958745Z
EV-00047093,CT-010988,KAR-0017,bounce,email,2026-03-17T19:37:58.161130Z
EV-00047437,CT-011718,KAR-0009,open,email,2026-03-27T04:32:35.605545Z
EV-00044474,CT-002167,KAR-0010,open,email,2026-03-12T13:44:08.529501Z
EV-00062993,CT-003701,KAR-0012,bounce,sms,2026-03-11T00:28:34.869485Z
EV-00051200,CT-009529,KAR-0012,open,sms,2026-03-28T05:55:39.350812Z
EV-00050100,CT-002394,KAR-0013,click,email,2026-03-04T21:52:37.495118Z
EV-00032117,CT-006805,KAR-0001,open,email,2026-03-24T16:52:14.362713Z
EV-00000350,CT-009511,KAR-0016,click,email,2026-03-14T15:41:06.780444Z
EV-00050268,CT-001248,KAR-0004,bounce,email,2026-03-17T17:44:21.333276Z
EV-00012247,CT-010931,KAR-0002,click,email,2026-03-20T07:39:49.204060Z
EV-00000619,CT-000317,KAR-0004,complaint,email,2026-03-28T16:22:23.310384Z
EV-00024453,CT-006514,KAR-0003,click,email,2026-03-22T13:02:43.676272Z
EV-00032678,CT-000121,KAR-0007,complaint,sms,2026-03-22T22:40:37.387672Z
EV-00048079,CT-002129,KAR-0002,open,sms,2026-03-26T07:08:48.709032Z
EV-00048748,CT-000252,KAR-0010,complaint,sms,2026-03-10T03:31:59.817566Z
EV-00038272,CT-003477,KAR-0003,complaint,sms,2026-03-06T23:33:14.131106Z
EV-00054352,CT-001931,KAR-0002,unsubscribe,sms,2026-04-01T17:39:47.692408Z
EV-00041531,CT-001653,KAR-0005,bounce,sms,2026-04-02T03:53:45.273971Z
EV-00051879,CT-000751,KAR-0014,unsubscribe,email,2026-03-26T23:22:27.295374Z
EV-00025906,CT-005918,KAR-0016,click,email,2026-03-11T13:51:28.927358Z
EV-00003999,CT-007701,KAR-0004,click,sms,2026-03-15T19:09:25.726934Z
EV-00005153,CT-000657,KAR-0011,bounce,email,2026-03-25T12:32:55.611104Z
EV-00013267,CT-007095,KAR-0010,unsubscribe,sms,2026-04-04T06:51:00.257673Z
EV-00044190,CT-010120,KAR-0005,unsubscribe,email,2026-04-04T20:21:04.201711Z
EV-00000084,CT-007792,KAR-0004,open,email,2026-03-18T12:37:17.014791Z
EV-00021545,CT-003034,KAR-0015,bounce,sms,2026-03-27T16:59:36.206216Z
EV-00030486,CT-001526,KAR-0010,click,email,2026-03-23T21:44:39.104600Z
EV-00012790,CT-006175,KAR-0016,bounce,email,2026-03-30T21:13:27.214160Z
EV-00052250,CT-001559,KAR-0018,bounce,sms,2026-03-08T02:38:08.390403Z
EV-00009945,CT-006271,KAR-0009,bounce,email,2026-03-23T00:31:37.518698Z
EV-00040707,CT-012341,KAR-0004,open,sms,2026-04-03T17:52:51.021549Z
EV-00037938,CT-002452,KAR-0005,complaint,sms,2026-03-05T12:29:03.985916Z
EV-00018142,CT-009942,KAR-0012,bounce,sms,2026-03-10T13:05:38.734220Z
EV-00033749,CT-006681,KAR-0009,bounce,email,2026-03-13T03:01:22.717807Z
EV-00063819,CT-006715,KAR-0002,unsubscribe,sms,2026-03-19T18:36:33.745613Z
EV-00010924,CT-003642,KAR-0017,bounce,sms,2026-03-12T03:08:31.748789Z
EV-00025285,CT-003856,KAR-0012,open,email,2026-03-14T06:26:11.208440Z
EV-00033065,CT-002375,KAR-0005,bounce,email,2026-03-11T07:16:44.294437Z
EV-00067921,CT-004750,KAR-0007,bounce,email,2026-03-06T18:58:01.469293Z
EV-00046430,CT-000680,KAR-0015,complaint,email,2026-03-11T15:56:47.990999Z
EV-00036556,CT-008067,KAR-0007,click,email,2026-03-29T09:21:39.151129Z
EV-00047878,CT-004634,KAR-0011,unsubscribe,email,2026-03-19T03:53:28.192722Z
EV-00067424,CT-005860,KAR-0013,unsubscribe,email,2026-04-04T00:56:17.931565Z
EV-00013837,CT-006828,KAR-0001,click,sms,2026-04-03T10:13:18.033526Z
EV-00030135,CT-005542,KAR-0003,complaint,email,2026-03-05T12:49:39.257970Z
EV-00034745,CT-008953,KAR-0015,unsubscribe,sms,2026-03-07T12:02:32.206317Z
EV-00048717,CT-003359,KAR-0002,open,sms,2026-03-24T17:38:56.508662Z
EV-00035224,CT-007124,KAR-0001,open,email,2026-03-08T03:23:32.191770Z
EV-00055566,CT-008954,KAR-0007,open,sms,2026-04-03T19:52:11.661780Z
EV-00063681,CT-002713,KAR-0003,click,email,2026-03-01T09:07:57.974316Z
EV-00056007,CT-005325,KAR-0010,click,email,2026-03-06T10:36:21.008549Z
EV-00002382,CT-009725,KAR-0001,click,email,2026-03-02T14:42:33.777263Z
EV-00064516,CT-005878,KAR-0018,open,email,2026-03-23T06:33:39.869226Z
EV-00030126,CT-005801,KAR-0016,complaint,sms,2026-03-03T09:18:03.857948Z
EV-00024691,CT-010892,KAR-0006,click,sms,2026-03-21T10:00:47.341117Z
EV-00042858,CT-010153,KAR-0016,unsubscribe,sms,2026-03-20T21:39:14.078056Z
EV-00053484,CT-012241,KAR-0008,unsubscribe,sms,2026-03-01T21:47:32.284676Z
EV-00024194,CT-006570,KAR-0007,unsubscribe,sms,2026-03-07T06:15:31.878579Z
EV-00006476,CT-010372,KAR-0012,complaint,sms,2026-03-27T19:04:32.763959Z
EV-00050517,CT-010198,KAR-0013,open,sms,2026-03-03T18:30:18.936108Z
EV-00019723,CT-004741,KAR-0005,open,sms,2026-03-05T07:00:01.345795Z
EV-00031193,CT-011398,KAR-0012,complaint,email,2026-03-04T21:46:30.761656Z
EV-00005553,CT-004033,KAR-0001,click,sms,2026-03-18T03:39:55.794429Z
EV-00053137,CT-006319,KAR-0018,bounce,sms,2026-03-27T18:47:12.156368Z
EV-00054524,CT-008664,KAR-0004,open,email,2026-03-21T22:37:53.101586Z
EV-00008013,CT-005594,KAR-0006,click,sms,2026-04-04T13:02:01.735397Z
EV-00034641,CT-008975,KAR-0007,bounce,email,2026-03-06T10:06:17.763968Z
EV-00014640,CT-011609,KAR-0015,click,email,2026-03-10T22:10:21.454831Z
EV-00042851,CT-008251,KAR-0002,click,sms,2026-03-17T17:04:08.014513Z
EV-00059247,CT-003030,KAR-0018,click,email,2026-03-28T17:34:13.866080Z
EV-00055600,CT-012195,KAR-0005,open,sms,2026-03-31T15:26:56.696238Z
EV-00065150,CT-011161,KAR-0005,bounce,sms,2026-03-09T01:45:40.019970Z
EV-00033400,CT-008743,KAR-0010,click,sms,2026-03-21T01:20:59.599947Z
EV-00011316,CT-003824,KAR-0008,complaint,sms,2026-03-11T12:28:18.489173Z
EV-00025308,CT-012064,KAR-0010,click,sms,2026-03-30T08:01:45.087776Z
EV-00060900,CT-008181,KAR-0013,open,sms,2026-03-11T17:18:20.227500Z
EV-00021154,CT-003500,KAR-0015,bounce,sms,2026-03-02T07:47:32.536194Z
EV-00047249,CT-010079,KAR-0007,click,sms,2026-03-03T01:48:47.335565Z
EV-00046351,CT-000170,KAR-0009,unsubscribe,sms,2026-04-01T03:31:12.286127Z
EV-00005881,CT-001804,KAR-0016,bounce,email,2026-03-05T08:34:59.473054Z
EV-00033057,CT-002168,KAR-0002,complaint,email,2026-03-11T01:41:11.751637Z
EV-00009897,CT-011302,KAR-0014,complaint,sms,2026-03-08T04:00:38.757368Z
EV-00066652,CT-003146,KAR-0016,unsubscribe,email,2026-03-12T02:09:58.523758Z
EV-00002338,CT-000489,KAR-0010,click,email,2026-03-22T21:57:14.658408Z
EV-00044317,CT-002805,KAR-0006,complaint,email,2026-03-07T18:18:52.968130Z
EV-00041565,CT-010345,KAR-0006,bounce,sms,2026-03-28T04:10:38.848694Z
EV-00067031,CT-009266,KAR-0003,complaint,email,2026-03-19T21:53:23.157073Z
EV-00051322,CT-007721,KAR-0010,click,sms,2026-03-31T02:31:42.954118Z
EV-00025412,CT-005523,KAR-0011,unsubscribe,sms,2026-03-15T03:57:11.833005Z
EV-00018197,CT-007951,KAR-0015,open,sms,2026-03-08T21:12:11.673366Z
EV-00038470,CT-010811,KAR-0011,unsubscribe,sms,2026-03-16T07:20:54.393211Z
EV-00055714,CT-000813,KAR-0011,unsubscribe,sms,2026-04-03T11:36:29.801900Z
EV-00013019,CT-002777,KAR-0011,click,sms,2026-03-13T06:27:27.029466Z
EV-00031562,CT-007190,KAR-0012,complaint,email,2026-04-04T11:44:25.041566Z
EV-00027574,CT-007221,KAR-0011,open,sms,2026-03-09T12:59:53.332646Z
EV-00033126,CT-005123,KAR-0009,complaint,email,2026-03-17T08:51:37.306180Z
EV-00045726,CT-007255,KAR-0012,bounce,sms,2026-03-31T23:35:51.091918Z
EV-00016517,CT-012198,KAR-0002,click,email,2026-03-27T07:41:40.220300Z
EV-00006057,CT-003542,KAR-0017,click,sms,2026-04-01T22:45:29.394934Z
EV-00007243,CT-002165,KAR-0006,unsubscribe,sms,2026-03-01T16:34:04.577730Z
EV-00032703,CT-001296,KAR-0001,complaint,sms,2026-03-24T05:43:28.821446Z
EV-00007802,CT-005057,KAR-0015,unsubscribe,sms,2026-03-04T07:26:17.221683Z
EV-00030515,CT-007734,KAR-0015,bounce,sms,2026-03-14T11:40:21.089258Z
EV-00004148,CT-006542,KAR-0007,click,email,2026-03-17T00:44:55.769919Z
EV-00066226,CT-008731,KAR-0005,complaint,sms,2026-03-29T07:07:11.999278Z
EV-00062611,CT-008503,KAR-0002,complaint,sms,2026-03-06T08:19:56.257997Z
EV-00004793,CT-004321,KAR-0003,click,sms,2026-03-17T15:45:29.184355Z
EV-00010883,CT-002363,KAR-0012,click,email,2026-03-15T09:50:18.312721Z
EV-00062001,CT-007331,KAR-0011,complaint,sms,2026-03-04T06:07:29.138178Z
EV-00034874,CT-006903,KAR-0006,open,sms,2026-03-02T23:51:34.096865Z
EV-00044078,CT-011313,KAR-0006,click,email,2026-03-21T12:34:08.695509Z
EV-00048122,CT-002910,KAR-0004,complaint,sms,2026-04-02T11:18:19.679792Z
EV-00031070,CT-001340,KAR-0015,complaint,email,2026-03-08T11:33:08.831994Z
EV-00021892,CT-000819,KAR-0015,complaint,sms,2026-03-22T18:39:04.700516Z
EV-00037592,CT-005469,KAR-0013,click,email,2026-03-26T14:23:37.786226Z
EV-00025267,CT-004282,KAR-0001,click,sms,2026-03-30T18:16:06.710555Z
EV-00055485,CT-000565,KAR-0006,click,email,2026-03-21T16:52:24.871789Z
EV-00033299,CT-000947,KAR-0008,unsubscribe,sms,2026-03-31T13:47:46.939806Z
EV-00040202,CT-006962,KAR-0018,complaint,sms,2026-03-17T09:00:55.298163Z
EV-00010915,CT-011281,KAR-0001,unsubscribe,email,2026-03-09T10:10:29.854285Z
EV-00009053,CT-004735,KAR-0015,click,sms,2026-03-03T17:10:12.677697Z
EV-00049585,CT-003722,KAR-0003,complaint,email,2026-03-19T08:14:54.113548Z
EV-00029989,CT-002790,KAR-0011,bounce,email,2026-03-09T11:14:55.953867Z
EV-00002592,CT-009553,KAR-0011,click,email,2026-03-04T00:52:00.220805Z
EV-00042527,CT-002504,KAR-0018,complaint,email,2026-03-20T10:18:05.910040Z
EV-00029964,CT-012348,KAR-0010,unsubscribe,sms,2026-03-22T21:05:35.889373Z
EV-00002113,CT-010193,KAR-0010,open,email,2026-03-02T08:10:03.818252Z
EV-00068309,CT-000358,KAR-0001,complaint,email,2026-03-07T23:17:58.449027Z
EV-00005898,CT-000332,KAR-0018,bounce,sms,2026-03-10T18:07:18.709532Z
EV-00034734,CT-001693,KAR-0015,click,email,2026-03-06T18:05:35.491281Z
EV-00001348,CT-011097,KAR-0006,bounce,sms,2026-03-05T19:12:20.849590Z
EV-00065643,CT-004125,KAR-0013,open,sms,2026-03-25T02:02:20.516864Z
EV-00057218,CT-008191,KAR-0010,unsubscribe,sms,2026-03-28T11:08:12.690995Z
EV-00053013,CT-004030,KAR-0014,open,email,2026-03-17T06:53:04.932147Z
EV-00050925,CT-002888,KAR-0017,bounce,email,2026-03-11T23:35:40.273991Z
EV-00065811,CT-004837,KAR-0013,unsubscribe,sms,2026-03-14T08:18:54.053110Z
EV-00027188,CT-009853,KAR-0008,bounce,email,2026-04-02T01:17:34.537312Z
EV-00045305,CT-003801,KAR-0006,complaint,email,2026-03-23T05:13:14.514875Z
EV-00040182,CT-005766,KAR-0015,open,email,2026-03-20T06:08:05.553311Z
EV-00057280,CT-011183,KAR-0015,complaint,email,2026-03-30T15:25:14.463614Z
EV-00031862,CT-011387,KAR-0018,open,sms,2026-03-21T06:14:37.489833Z
EV-00001539,CT-002164,KAR-0015,unsubscribe,email,2026-03-02T17:51:48.558132Z
EV-00051838,CT-000719,KAR-0009,click,email,2026-03-03T03:00:00.411709Z
EV-00015450,CT-004668,KAR-0002,unsubscribe,sms,2026-03-03T19:08:04.098824Z
EV-00031810,CT-008690,KAR-0001,complaint,sms,2026-03-31T04:25:13.876286Z
EV-00000554,CT-000277,KAR-0010,click,sms,2026-03-28T21:09:34.125942Z
EV-00048910,CT-011621,KAR-0009,complaint,email,2026-03-15T18:17:57.655469Z
EV-00054690,CT-010779,KAR-0013,click,email,2026-03-12T03:07:15.398222Z
EV-00039019,CT-004976,KAR-0004,click,sms,2026-03-19T10:14:47.348669Z
EV-00067766,CT-008197,KAR-0013,complaint,sms,2026-03-15T17:14:11.648945Z
EV-00002452,CT-003411,KAR-0005,bounce,sms,2026-03-12T18:15:25.332310Z
EV-00065994,CT-004168,KAR-0007,complaint,sms,2026-03-19T18:53:08.045167Z
EV-00019425,CT-002492,KAR-0014,complaint,sms,2026-03-09T17:00:47.479788Z
EV-00034165,CT-010878,KAR-0014,click,email,2026-03-29T00:07:07.961345Z
EV-00034047,CT-003643,KAR-0010,complaint,email,2026-03-02T20:48:31.885488Z
EV-00000928,CT-000788,KAR-0008,bounce,email,2026-03-31T08:56:36.432788Z
EV-00035051,CT-002374,KAR-0004,bounce,sms,2026-03-19T03:30:00.081710Z
EV-00062411,CT-012397,KAR-0009,bounce,email,2026-04-04T17:58:29.732766Z
EV-00049928,CT-006405,KAR-0006,click,email,2026-03-23T20:51:03.133086Z
EV-00015611,CT-004060,KAR-0008,complaint,sms,2026-03-18T16:28:49.025194Z
EV-00062654,CT-004866,KAR-0004,complaint,sms,2026-03-07T16:18:57.711548Z
EV-00018774,CT-011364,KAR-0011,open,sms,2026-03-07T09:48:52.229694Z
EV-00011405,CT-006329,KAR-0002,unsubscribe,email,2026-03-09T09:18:06.819016Z
EV-00025554,CT-011019,KAR-0003,complaint,email,2026-03-14T03:51:57.788653Z
EV-00040528,CT-004480,KAR-0018,complaint,email,2026-03-25T04:45:30.988784Z
EV-00062817,CT-011477,KAR-0007,complaint,sms,2026-03-18T01:32:47.418500Z
EV-00051997,CT-011239,KAR-0016,open,email,2026-04-02T16:45:49.064073Z
EV-00028554,CT-004132,KAR-0013,bounce,email,2026-03-11T06:27:10.794857Z
EV-00021842,CT-003152,KAR-0015,complaint,email,2026-03-25T00:56:46.152152Z
EV-00054884,CT-010776,KAR-0002,unsubscribe,email,2026-03-09T07:20:56.186108Z
EV-00029341,CT-005812,KAR-0002,unsubscribe,sms,2026-04-01T18:10:27.285422Z
EV-00036623,CT-009263,KAR-0014,bounce,email,2026-03-16T14:18:21.978933Z
EV-00041155,CT-001119,KAR-0004,bounce,email,2026-03-31T20:38:55.367227Z
EV-00045678,CT-002324,KAR-0013,open,email,2026-04-03T04:48:14.363363Z
EV-00047445,CT-012128,KAR-0007,bounce,email,2026-03-18T21:58:45.868460Z
EV-00000450,CT-000174,KAR-0004,open,email,2026-03-22T07:36:41.775498Z
EV-00063951,CT-009192,KAR-0002,click,email,2026-03-27T19:15:54.656208Z
EV-00001480,CT-010518,KAR-0001,unsubscribe,sms,2026-03-16T05:27:27.080723Z
EV-00010140,CT-002896,KAR-0001,open,email,2026-03-28T19:07:58.342287Z
EV-00039883,CT-007408,KAR-0014,complaint,email,2026-03-31T03:03:22.211047Z
EV-00059124,CT-000322,KAR-0010,bounce,sms,2026-04-03T08:10:55.711573Z
EV-00049799,CT-010499,KAR-0004,click,email,2026-03-18T07:04:50.416829Z
EV-00034206,CT-006149,KAR-0005,bounce,sms,2026-03-05T10:14:01.990021Z
EV-00045931,CT-009431,KAR-0016,unsubscribe,email,2026-03-10T17:39:53.695054Z
EV-00047198,CT-009541,KAR-0017,click,sms,2026-03-15T04:19:34.568173Z
EV-00068029,CT-005739,KAR-0016,open,sms,2026-03-06T19:44:29.281601Z
EV-00029796,CT-004244,KAR-0011,open,sms,2026-03-29T19:24:58.097767Z
EV-00008811,CT-000658,KAR-0009,bounce,email,2026-03-22T11:25:52.515624Z
EV-00000101,CT-002876,KAR-0013,unsubscribe,sms,2026-03-06T13:57:52.815197Z
EV-00025114,CT-008413,KAR-0006,complaint,sms,2026-04-03T19:41:23.020836Z
EV-00036272,CT-006311,KAR-0003,open,email,2026-03-10T14:42:15.888600Z
EV-00060890,CT-001450,KAR-0009,open,email,2026-03-28T23:44:17.578120Z
EV-00030223,CT-011686,KAR-0003,click,email,2026-03-02T03:53:18.927316Z
EV-00029768,CT-010586,KAR-0015,click,email,2026-03-14T01:07:04.320253Z
EV-00049025,CT-006473,KAR-0009,complaint,email,2026-03-17T12:15:34.933154Z
EV-00030222,CT-002176,KAR-0017,unsubscribe,sms,2026-03-20T21:12:34.000431Z
EV-00046666,CT-002454,KAR-0001,click,email,2026-03-15T18:25:29.607921Z
EV-00011818,CT-009064,KAR-0015,open,sms,2026-03-19T22:39:42.204622Z
EV-00036245,CT-001642,KAR-0001,open,email,2026-03-13T07:32:38.274085Z
EV-00031431,CT-003869,KAR-0001,complaint,email,2026-03-06T00:07:14.409902Z
EV-00001786,CT-000593,KAR-0018,bounce,sms,2026-03-10T08:51:26.261303Z
EV-00027880,CT-005044,KAR-0016,bounce,email,2026-03-08T11:24:26.143986Z
EV-00053418,CT-011217,KAR-0016,bounce,sms,2026-04-02T10:20:14.307162Z
EV-00031536,CT-004461,KAR-0012,click,email,2026-03-24T00:52:22.812366Z
EV-00026538,CT-003919,KAR-0012,complaint,sms,2026-04-04T07:18:50.019704Z
EV-00037494,CT-011917,KAR-0003,click,email,2026-03-04T09:29:22.637989Z
EV-00008406,CT-001057,KAR-0017,open,sms,2026-03-03T14:44:41.123827Z
EV-00057231,CT-001717,KAR-0001,open,email,2026-03-19T10:44:44.799233Z
EV-00063641,CT-001940,KAR-0009,click,sms,2026-03-25T15:28:22.043144Z
EV-00034125,CT-006536,KAR-0017,unsubscribe,sms,2026-03-02T01:25:09.204188Z
EV-00031478,CT-001172,KAR-0007,complaint,sms,2026-03-21T20:54:25.548483Z
EV-00014147,CT-001336,KAR-0012,bounce,email,2026-03-18T05:43:45.853503Z
EV-00004616,CT-001265,KAR-0017,unsubscribe,email,2026-04-01T14:44:41.288445Z
EV-00047732,CT-000534,KAR-0017,unsubscribe,email,2026-03-21T06:01:54.742991Z
EV-00050640,CT-000478,KAR-0001,complaint,sms,2026-03-20T15:28:05.517191Z
EV-00063046,CT-006042,KAR-0012,bounce,email,2026-04-01T10:02:47.337345Z
EV-00043346,CT-000961,KAR-0006,complaint,email,2026-03-25T07:35:41.845754Z
EV-00023549,CT-004581,KAR-0007,complaint,sms,2026-03-11T23:23:55.802883Z
EV-00014588,CT-003283,KAR-0011,open,sms,2026-03-16T18:36:01.750862Z
EV-00050357,CT-003587,KAR-0013,unsubscribe,email,2026-03-13T13:35:15.702864Z
EV-00018954,CT-012406,KAR-0007,complaint,email,2026-03-15T22:22:04.718679Z
EV-00021270,CT-004988,KAR-0003,open,sms,2026-03-25T16:23:35.281734Z
EV-00015849,CT-009453,KAR-0001,complaint,email,2026-03-20T02:16:13.249002Z
EV-00034194,CT-004631,KAR-0005,complaint,email,2026-03-08T20:42:19.391998Z
EV-00020195,CT-000166,KAR-0007,open,sms,2026-03-19T12:53:36.541913Z
EV-00028662,CT-009171,KAR-0001,bounce,sms,2026-03-25T05:56:05.660777Z
EV-00007429,CT-001790,KAR-0004,open,sms,2026-04-01T08:05:45.037478Z
EV-00055382,CT-008362,KAR-0016,unsubscribe,sms,2026-03-09T09:35:30.631462Z
EV-00046856,CT-006094,KAR-0008,unsubscribe,sms,2026-03-07T05:51:57.674099Z
